# synthetic-geometric-shares
# Derived from aggregate moments for us-naics-325120; not observed firm shares.
rank,share
1,0.24045800361
2,0.179141212689
3,0.133460203454
4,0.099427851573
5,0.074073749422
6,0.055184943319
7,0.041112782773
8,0.030629023166
9,0.022818622258
10,0.016999873583
11,0.012664905819
12,0.009435354835
13,0.007029339352
14,0.005236857817
15,0.003901459074
16,0.00290658701
17,0.002165407323
18,0.001613228455
19,0.001201855199
20,0.000895382123
21,0.000667059682
22,0.000496959463
23,0.0003702348
24,0.000275824926
25,0.00020548957
26,0.00015308973
27,0.000114051849
28,0.000084968627
29,0.000063301627
30,0.000047159712
31,0.000035133986
32,0.000026174819
33,0.00001950024
34,0.000014527679
35,0.000010823121
36,0.000008063225
37,0.000006007103
38,0.000004475292
39,0.000003334092
40,0.000002483899
