# synthetic-geometric-shares
# Derived from aggregate moments for us-naics-611430; not observed firm shares.
rank,share
1,0.020555820114
2,0.019275110297
3,0.018074193825
4,0.016948099253
5,0.015892164877
6,0.014902019437
7,0.013973564018
8,0.013102955085
9,0.012286588572
10,0.011521084957
11,0.01080327528
12,0.010130188017
13,0.009499036783
14,0.008907208795
15,0.008352254058
16,0.007831875221
17,0.007343918068
18,0.006886362596
19,0.006457314661
20,0.006054998129
21,0.005677747525
22,0.005324001143
23,0.004992294576
24,0.004681254655
25,0.004389593765
26,0.004116104515
27,0.003859654739
28,0.00361918281
29,0.003393693245
30,0.003182252581
31,0.002983985516
32,0.002798071282
33,0.002623740249
34,0.002460270737
35,0.002306986029
36,0.002163251571
37,0.002028472345
38,0.001902090404
39,0.001783582564
40,0.001672458236
41,0.001568257398
42,0.001470548689
43,0.001378927623
44,0.001293014917
45,0.001212454915
46,0.001136914124
47,0.001066079827
48,0.000999658789
49,0.000937376048
50,0.000878973771
51,0.000824210189
52,0.000772858597
53,0.000724706415
54,0.000679554307
55,0.000637215355
56,0.00059751429
57,0.000560286759
58,0.000525378653
59,0.000492645462
60,0.000461951679
61,0.000433170241
62,0.000406182003
63,0.000380875239
64,0.000357145188
65,0.000334893614
66,0.000314028403
67,0.000294463177
68,0.000276116943
69,0.000258913753
70,0.000242782391
71,0.000227656077
72,0.000213472192
73,0.000200172021
74,0.000187700503
75,0.000176006011
76,0.000165040133
77,0.000154757472
78,0.000145115463
79,0.000136074189
80,0.000127596223
81,0.000119646468
82,0.000112192014
83,0.000105202003
84,0.000098647497
85,0.000092501364
86,0.000086738159
87,0.000081334024
88,0.000076266589
89,0.000071514876
90,0.000067059213
91,0.000062881156
92,0.000058963408
93,0.000055289752
94,0.000051844979
95,0.00004861483
96,0.000045585931
97,0.000042745746
98,0.000040082515
99,0.000037585214
100,0.000035243504
101,0.000033047693
102,0.00003098869
103,0.00002905797
104,0.000027247543
105,0.000025549912
106,0.00002395805
107,0.000022465368
108,0.000021065685
109,0.000019753209
110,0.000018522505
111,0.000017368479
112,0.000016286353
113,0.000015271648
114,0.000014320163
115,0.00001342796
116,0.000012591344
117,0.000011806853
118,0.000011071239
119,0.000010381457
120,0.00000973465
121,0.000009128143
122,0.000008559423
123,0.000008026137
124,0.000007526076
125,0.000007057171
126,0.000006617481
127,0.000006205186
128,0.000005818578
129,0.000005456057
130,0.000005116123
131,0.000004797368
132,0.000004498473
133,0.0000042182
134,0.000003955389
135,0.000003708953
136,0.00000347787
137,0.000003261185
138,0.000003058
139,0.000002867474
140,0.000002688819
141,0.000002521295
142,0.000002364208
143,0.000002216909
144,0.000002078786
145,0.00000194927
146,0.000001827822
147,0.000001713942
148,0.000001607156
149,0.000001507024
150,0.00000141313
151,0.000001325087
152,0.000001242529
153,0.000001165114
154,0.000001092523
155,0.000001024454
156,0.000000960627
157,0.000000900776
158,0.000000844654
159,0.000000792029
160,0.000000742682
161,0.00000069641
162,0.000000653021
163,0.000000612335
164,0.000000574184
165,0.00000053841
166,0.000000504865
167,0.00000047341
168,0.000000443915
169,0.000000416257
170,0.000000390322
171,0.000000366004
172,0.0000003432
173,0.000000321818
174,0.000000301767
175,0.000000282966
176,0.000000265336
177,0.000000248804
178,0.000000233303
179,0.000000218767
