# synthetic-geometric-shares
# Derived from aggregate moments for us-naics-311811; not observed firm shares.
rank,share
1,0.006479300334
2,0.006217394056
3,0.005966074553
4,0.005724913888
5,0.005493501418
6,0.005271443104
7,0.005058360831
8,0.004853891769
9,0.004657687756
10,0.004469414702
11,0.004288752021
12,0.004115392087
13,0.003949039708
14,0.003789411625
15,0.003636236028
16,0.003489252095
17,0.003348209547
18,0.003212868221
19,0.003082997661
20,0.00295837673
21,0.002838793226
22,0.002724043526
23,0.002613932239
24,0.00250827187
25,0.002406882504
26,0.0023095915
27,0.002216233192
28,0.002126648614
29,0.002040685224
30,0.001958196646
31,0.001879042421
32,0.001803087768
33,0.001730203354
34,0.001660265074
35,0.001593153839
36,0.001528755375
37,0.001466960025
38,0.001407662567
39,0.001350762031
40,0.001296161528
41,0.001243768087
42,0.001193492493
43,0.001145249139
44,0.001098955879
45,0.001054533884
46,0.001011907516
47,0.00097100419
48,0.000931754259
49,0.000894090888
50,0.000857949946
51,0.000823269893
52,0.000789991678
53,0.000758058634
54,0.000727416388
55,0.000698012763
56,0.000669797691
57,0.000642723129
58,0.000616742974
59,0.00059181299
60,0.000567890725
61,0.000544935446
62,0.000522908066
63,0.000501771076
64,0.000481488485
65,0.000462025758
66,0.000443349753
67,0.000425428669
68,0.000408231991
69,0.000391730438
70,0.00037589591
71,0.000360701446
72,0.000346121172
73,0.000332130262
74,0.000318704892
75,0.000305822203
76,0.000293460258
77,0.000281598007
78,0.000270215253
79,0.000259292612
80,0.000248811486
81,0.000238754028
82,0.000229103113
83,0.000219842307
84,0.000210955841
85,0.000202428584
86,0.000194246016
87,0.000186394203
88,0.000178859777
89,0.000171629907
90,0.000164692283
91,0.000158035091
92,0.000151646997
93,0.000145517122
94,0.000139635029
95,0.000133990702
96,0.00012857453
97,0.00012337729
98,0.000118390133
99,0.000113604567
100,0.000109012443
101,0.000104605942
102,0.000100377561
103,0.000096320099
104,0.000092426648
105,0.000088690578
106,0.000085105528
107,0.000081665392
108,0.000078364314
109,0.000075196671
110,0.000072157071
111,0.000069240338
112,0.000066441505
113,0.000063755807
114,0.00006117867
115,0.000058705705
116,0.000056332703
117,0.000054055623
118,0.000051870586
119,0.000049773874
120,0.000047761914
121,0.000045831282
122,0.00004397869
123,0.000042200983
124,0.000040495135
125,0.000038858241
126,0.000037287513
127,0.000035780277
128,0.000034333967
129,0.000032946119
130,0.000031614371
131,0.000030336455
132,0.000029110195
133,0.000027933503
134,0.000026804375
135,0.000025720888
136,0.000024681198
137,0.000023683535
138,0.000022726199
139,0.000021807561
140,0.000020926055
141,0.000020080182
142,0.000019268501
143,0.00001848963
144,0.000017742242
145,0.000017025065
146,0.000016336878
147,0.000015676509
148,0.000015042833
149,0.000014434772
150,0.000013851289
151,0.000013291392
152,0.000012754128
153,0.00001223858
154,0.000011743872
155,0.000011269162
156,0.00001081364
157,0.000010376531
158,0.000009957091
159,0.000009554605
160,0.000009168389
161,0.000008797784
162,0.00000844216
163,0.000008100911
164,0.000007773456
165,0.000007459237
166,0.00000715772
167,0.000006868391
168,0.000006590757
169,0.000006324345
170,0.000006068702
171,0.000005823393
172,0.000005588
173,0.000005362122
174,0.000005145374
175,0.000004937388
176,0.000004737809
177,0.000004546297
178,0.000004362527
179,0.000004186185
180,0.000004016971
181,0.000003854597
182,0.000003698786
183,0.000003549274
184,0.000003405805
185,0.000003268136
186,0.000003136031
187,0.000003009266
188,0.000002887626
189,0.000002770902
190,0.000002658897
191,0.000002551419
192,0.000002448285
193,0.000002349321
194,0.000002254357
195,0.000002163231
196,0.000002075789
197,0.000001991881
198,0.000001911366
199,0.000001834104
200,0.000001759966
201,0.000001688825
202,0.000001620559
203,0.000001555053
204,0.000001492195
205,0.000001431877
206,0.000001373998
207,0.000001318458
208,0.000001265163
209,0.000001214023
210,0.00000116495
211,0.00000111786
212,0.000001072674
213,0.000001029314
214,0.000000987707
215,0.000000947782
216,0.000000909471
217,0.000000872708
218,0.000000837432
219,0.000000803581
220,0.000000771099
221,0.000000739929
222,0.00000071002
223,0.000000681319
224,0.000000653779
225,0.000000627352
226,0.000000601993
227,0.00000057766
228,0.000000554309
229,0.000000531903
230,0.000000510402
231,0.000000489771
232,0.000000469973
233,0.000000450976
234,0.000000432747
235,0.000000415254
236,0.000000398469
237,0.000000382362
238,0.000000366906
239,0.000000352075
240,0.000000337844
241,0.000000324187
242,0.000000311083
243,0.000000298508
244,0.000000286442
245,0.000000274863
246,0.000000263753
247,0.000000253092
248,0.000000242861
249,0.000000233044
250,0.000000223624
251,0.000000214585
252,0.000000205911
253,0.000000197587
254,0.000000189601
255,0.000000181937
256,0.000000174582
257,0.000000167525
258,0.000000160754
259,0.000000154256
260,0.00000014802
261,0.000000142037
262,0.000000136296
263,0.000000130786
264,0.0000001255
265,0.000000120427
266,0.000000115559
267,0.000000110888
268,0.000000106405
269,0.000000102104
270,0.000000097977
271,0.000000094017
272,0.000000090216
273,0.00000008657
274,0.00000008307
275,0.000000079712
276,0.00000007649
277,0.000000073398
278,0.000000070431
279,0.000000067584
280,0.000000064853
