# synthetic-geometric-shares
# Derived from aggregate moments for us-naics-541511; not observed firm shares.
rank,share
1,0.032485003887
2,0.029183747852
3,0.02621797866
4,0.023553602797
5,0.021159991466
6,0.019009628494
7,0.017077794008
8,0.015342280269
9,0.013783136379
10,0.012382438928
11,0.011124085954
12,0.009993611843
13,0.008978021033
14,0.008065638624
15,0.007245976164
16,0.006509611083
17,0.005848078366
18,0.00525377325
19,0.004719863797
20,0.004240212359
21,0.003809305018
22,0.003422188205
23,0.003074411751
24,0.002761977731
25,0.002481294506
26,0.002229135433
27,0.002002601774
28,0.001799089371
29,0.001616258713
30,0.001452008038
31,0.001304449173
32,0.00117188583
33,0.001052794104
34,0.000945804956
35,0.000849688473
36,0.000763339732
37,0.000685766095
38,0.000616075801
39,0.000553467714
40,0.000497222111
41,0.000446692411
42,0.000401297742
43,0.00036051626
44,0.000323879156
45,0.00029096526
46,0.000261396207
47,0.000234832079
48,0.000210967503
49,0.000189528142
50,0.000170267534
51,0.000152964266
52,0.000137419426
53,0.000123454314
54,0.000110908393
55,0.000099637438
56,0.000089511883
57,0.000080415328
58,0.0000722432
59,0.000064901557
60,0.000058306001
61,0.000052380712
62,0.000047057575
63,0.000042275396
64,0.000037979201
65,0.000034119603
66,0.000030652232
67,0.00002753723
68,0.000024738786
69,0.000022224732
70,0.000019966166
71,0.000017937124
72,0.000016114282
73,0.000014476684
74,0.000013005505
75,0.000011683834
76,0.000010496476
77,0.000009429782
78,0.00000847149
79,0.000007610583
80,0.000006837165
81,0.000006142345
82,0.000005518136
83,0.000004957361
84,0.000004453574
85,0.000004000984
86,0.000003594388
87,0.000003229112
88,0.000002900956
89,0.00000260615
90,0.000002341302
91,0.00000210337
92,0.000001889617
93,0.000001697587
94,0.000001525071
95,0.000001370087
96,0.000001230853
97,0.000001105769
98,0.000000993397
99,0.000000892444
100,0.00000080175
101,0.000000720273
102,0.000000647076
103,0.000000581317
104,0.000000522242
105,0.000000469169
106,0.00000042149
107,0.000000378657
108,0.000000340176
