# synthetic-geometric-shares
# Derived from aggregate moments for us-naics-333131; not observed firm shares.
rank,share
1,0.072579261319
2,0.065809648457
3,0.059671450926
4,0.054105775355
5,0.049059221476
6,0.044483369771
7,0.040334316906
8,0.036572254499
9,0.033161087177
10,0.030068086254
11,0.027263575713
12,0.024720647479
13,0.022414903248
14,0.020324220392
15,0.018428539707
16,0.016709672952
17,0.015151128336
18,0.013737952294
19,0.012456586008
20,0.011294735318
21,0.010241252765
22,0.009286030637
23,0.008419903988
24,0.007634562703
25,0.00692247177
26,0.006276798983
27,0.005691349389
28,0.005160505848
29,0.004679175147
30,0.004242739123
31,0.003847010359
32,0.003488192009
33,0.003162841364
34,0.002867836824
35,0.002600347948
36,0.002357808294
37,0.002137890799
38,0.001938485448
39,0.001757679034
40,0.001593736795
41,0.001445085776
42,0.001310299736
43,0.001188085459
44,0.001077270352
45,0.000976791192
46,0.000885683924
47,0.000803074413
48,0.000728170056
49,0.000660252179
50,0.000598669137
51,0.00054283007
52,0.000492199223
53,0.000446290817
54,0.00040466438
55,0.000366920524
56,0.000332697113
57,0.000301665788
58,0.000273528817
59,0.000248016237
60,0.000224883266
61,0.000203907954
62,0.000184889052
63,0.00016764408
64,0.000152007581
65,0.00013782953
66,0.000124973894
67,0.000113317329
68,0.000102747995
69,0.000093164484
70,0.000084474847
71,0.000076595709
72,0.000069451474
73,0.000062973596
74,0.000057099923
75,0.000051774099
76,0.000046945025
77,0.000042566369
78,0.000038596118
79,0.000034996181
80,0.000031732017
81,0.000028772309
82,0.000026088658
83,0.000023655317
84,0.000021448938
85,0.000019448352
86,0.000017634366
87,0.000015989573
88,0.000014498194
89,0.000013145918
90,0.000011919772
91,0.000010807991
92,0.000009799908
93,0.000008885851
94,0.00000805705
95,0.000007305553
96,0.000006624149
97,0.000006006302
98,0.000005446082
99,0.000004938115
100,0.000004477527
101,0.000004059899
102,0.000003681224
103,0.000003337869
104,0.000003026539
105,0.000002744248
106,0.000002488287
107,0.000002256199
108,0.000002045759
109,0.000001854947
110,0.000001681932
111,0.000001525055
112,0.00000138281
113,0.000001253833
114,0.000001136885
115,0.000001030846
116,0.000000934697
117,0.000000847516
118,0.000000768466
