# synthetic-geometric-shares
# Derived from aggregate moments for us-naics-513130; not observed firm shares.
rank,share
1,0.1041385084
2,0.091084538095
3,0.079666909076
4,0.069680502689
5,0.060945912316
6,0.053306220316
7,0.046624178987
8,0.040779744902
9,0.035667922319
10,0.031196876921
11,0.027286286005
12,0.023865895482
13,0.020874257751
14,0.018257627794
15,0.015968997634
16,0.013967251843
17,0.01221642889
18,0.010685075096
19,0.009345679562
20,0.008174179938
21,0.007149530134
22,0.006253322233
23,0.005469455784
24,0.004783848563
25,0.004184183578
26,0.003659687798
27,0.003200938613
28,0.002799694556
29,0.002448747244
30,0.00214179188
31,0.001873313984
32,0.001638490329
33,0.00143310229
34,0.001253460051
35,0.001096336327
36,0.000958908376
37,0.000838707293
38,0.000733573656
39,0.000641618731
40,0.00056119054
41,0.000490844184
42,0.000429315884
43,0.000375500279
44,0.000328430568
45,0.000287261139
46,0.000251252381
47,0.000219757393
48,0.000192210364
49,0.00016811641
50,0.000147042682
51,0.000128610588
52,0.000112488993
53,0.000098388273
54,0.000086055106
55,0.000075267927
56,0.000065832941
57,0.000057580651
58,0.000050362801
59,0.000044049723
60,0.000038528002
61,0.00003369844
62,0.000029474273
63,0.000025779614
64,0.000022548088
65,0.00001972164
66,0.000017249493
67,0.000015087235
68,0.00001319602
69,0.000011541872
70,0.000010095075
71,0.000008829637
72,0.000007722825
73,0.000006754753
74,0.000005908031
75,0.000005167448
76,0.000004519698
77,0.000003953145
78,0.00000345761
79,0.000003024192
80,0.000002645103
81,0.000002313534
82,0.000002023528
83,0.000001769875
84,0.000001548018
85,0.00000135397
86,0.000001184248
