# synthetic-geometric-shares
# Derived from aggregate moments for us-naics-524126; not observed firm shares.
rank,share
1,0.092789277906
2,0.082359577491
3,0.073102196261
4,0.064885363197
5,0.057592118603
6,0.051118649288
7,0.045372810871
8,0.040272816183
9,0.035746071099
10,0.031728141215
11,0.028161834686
12,0.024996388144
13,0.022186744124
14,0.019692909711
15,0.017479387273
16,0.015514669185
17,0.013770789339
18,0.012222925076
19,0.010849043852
20,0.009629589625
21,0.008547204492
22,0.007586481612
23,0.006733745906
24,0.005976859399
25,0.005305048449
26,0.004708750393
27,0.004179477431
28,0.003709695809
29,0.003292718581
30,0.002922610427
31,0.00259410317
32,0.002302520785
33,0.002043712844
34,0.001813995433
35,0.001610098718
36,0.001429120402
37,0.001268484411
38,0.001125904226
39,0.000999350339
40,0.000887021362
41,0.000787318387
42,0.000698822226
43,0.00062027321
44,0.000550553261
45,0.000488669973
46,0.000433742491
47,0.000384988967
48,0.000341715437
49,0.000303305939
50,0.000269213745
51,0.000238953581
52,0.000212094721
53,0.00018825485
54,0.000167094628
55,0.000148312858
56,0.000131642196
57,0.00011684535
58,0.000103711699
59,0.000092054297
60,0.00008170721
61,0.000072523156
62,0.000064371408
63,0.000057135933
64,0.00005071374
65,0.000045013414
66,0.000039953816
67,0.000035462927
68,0.000031476823
69,0.000027938766
70,0.000024798392
71,0.000022011004
72,0.000019536923
73,0.000017340934
74,0.000015391778
75,0.000013661711
76,0.000012126108
77,0.000010763109
78,0.000009553314
79,0.000008479502
80,0.000007526389
81,0.000006680408
82,0.000005929517
83,0.000005263027
84,0.000004671453
85,0.000004146372
86,0.000003680311
87,0.000003266637
88,0.000002899461
89,0.000002573555
90,0.000002284283
91,0.000002027525
92,0.000001799627
93,0.000001597345
94,0.0000014178
95,0.000001258437
96,0.000001116986
97,0.000000991435
