# synthetic-geometric-shares
# Derived from aggregate moments for us-naics-541910; not observed firm shares.
rank,share
1,0.059289784253
2,0.053499069605
3,0.048273922475
4,0.043559105014
5,0.039304774346
6,0.035465955645
7,0.032002066689
8,0.02887648884
9,0.026056179928
10,0.023511324947
11,0.021215020862
12,0.019142992204
13,0.017273334442
14,0.015586282413
15,0.014064001383
16,0.012690398496
17,0.011450952655
18,0.010332561011
19,0.009323400442
20,0.008412802568
21,0.007591140967
22,0.006849729411
23,0.006180730039
24,0.005577070497
25,0.005032369176
26,0.004540867743
27,0.004097370273
28,0.003697188313
29,0.003336091325
30,0.003010261957
31,0.002716255692
32,0.002450964431
33,0.002211583637
34,0.001995582687
35,0.001800678117
36,0.001624809486
37,0.001466117594
38,0.00132292482
39,0.001193717399
40,0.001077129408
41,0.000971928333
42,0.000877002037
43,0.000791347002
44,0.000714057723
45,0.000644317133
46,0.000581387967
47,0.000524604967
48,0.000473367849
49,0.000427134958
50,0.000385417541
51,0.000347774581
52,0.000313808133
53,0.00028315912
54,0.000255503535
55,0.000230549016
56,0.000208031755
57,0.000187713709
58,0.000169380087
59,0.000152837072
60,0.000137909781
61,0.000124440409
62,0.000112286563
63,0.000101319759
64,0.000091424061
65,0.000082494856
66,0.000074437748
67,0.000067167562
68,0.000060607441
69,0.000054688033
70,0.000049346762
71,0.000044527163
72,0.000040178284
73,0.000036254151
74,0.000032713281
75,0.00002951824
76,0.000026635253
77,0.000024033841
78,0.000021686504
79,0.000019568426
80,0.000017657217
81,0.000015932672
82,0.00001437656
83,0.00001297243
84,0.000011705439
85,0.000010562192
86,0.000009530604
87,0.000008599769
88,0.000007759846
89,0.000007001958
90,0.000006318091
91,0.000005701015
92,0.000005144209
93,0.000004641784
94,0.00000418843
95,0.000003779355
96,0.000003410233
97,0.000003077162
98,0.000002776622
99,0.000002505435
100,0.000002260734
101,0.000002039933
102,0.000001840696
103,0.000001660919
104,0.000001498701
105,0.000001352326
106,0.000001220247
107,0.000001101068
108,0.000000993528
109,0.000000896493
110,0.000000808934
111,0.000000729927
112,0.000000658636
113,0.000000594309
