# synthetic-geometric-shares
# Derived from aggregate moments for us-naics-517111; not observed firm shares.
rank,share
1,0.257054064766
2,0.179228376118
3,0.124965192964
4,0.087130731142
5,0.060751030982
6,0.042358048842
7,0.029533725974
8,0.020592095098
9,0.014357632386
10,0.010010715605
11,0.006979871348
12,0.004866645499
13,0.003393219908
14,0.002365888648
15,0.001649592201
16,0.001150161666
17,0.00080193872
18,0.000559143753
19,0.000389857391
20,0.000271824167
21,0.000189526682
22,0.000132145584
23,0.000092137187
24,0.000064241732
25,0.000044791905
26,0.000031230708
27,0.000021775299
28,0.000015182609
29,0.000010585923
30,0.000007380929
31,0.000005146279
32,0.000003588191
