# synthetic-geometric-shares
# Derived from aggregate moments for us-naics-522210; not observed firm shares.
rank,share
1,0.221288029136
2,0.172387357882
3,0.134292854762
4,0.104616551131
5,0.081498176429
6,0.063488546405
7,0.049458720444
8,0.038529233483
9,0.030014966409
10,0.023382199102
11,0.01821515398
12,0.014189932823
13,0.011054213088
14,0.008611430971
15,0.006708459733
16,0.005226010884
17,0.004071156547
18,0.003171504231
19,0.002470658883
20,0.001924687742
21,0.001499366395
22,0.00116803341
23,0.000909919051
24,0.000708843319
25,0.000552201705
26,0.000430175068
