# synthetic-geometric-shares
# Derived from aggregate moments for us-naics-722513; not observed firm shares.
rank,share
1,0.015861459311
2,0.014307353527
3,0.012905519029
4,0.011641036274
5,0.01050044754
6,0.00947161369
7,0.008543584981
8,0.007706484524
9,0.006951403171
10,0.006270304688
11,0.005655940235
12,0.00510177121
13,0.004601899667
14,0.004151005538
15,0.003744290015
16,0.00337742448
17,0.003046504429
18,0.002748007925
19,0.002478758109
20,0.002235889389
21,0.002016816947
22,0.001819209222
23,0.001640963103
24,0.001480181538
25,0.001335153351
26,0.001204335026
27,0.00108633428
28,0.000979895247
29,0.000883885111
30,0.000797282048
31,0.000719164353
32,0.000648700629
33,0.000585140942
34,0.000527808832
35,0.000476094123
36,0.000429446421
37,0.00038736926
38,0.00034941482
39,0.000315179156
40,0.000284297902
41,0.000256442394
42,0.000231316168
43,0.00020865181
44,0.000188208106
45,0.000169767475
46,0.000153133658
47,0.000138129622
48,0.000124595682
49,0.000112387797
50,0.000101376041
51,0.000091443216
52,0.00008248361
53,0.000074401866
54,0.000067111971
55,0.00006053634
56,0.000054604989
57,0.000049254793
58,0.000044428808
59,0.000040075673
60,0.000036149059
61,0.000032607174
62,0.000029412323
63,0.000026530504
64,0.000023931045
65,0.000021586281
66,0.000019471257
67,0.000017563464
68,0.000015842595
69,0.000014290338
70,0.000012890171
71,0.000011627192
72,0.000010487959
73,0.000009460349
74,0.000008533424
75,0.000007697319
76,0.000006943136
77,0.000006262847
78,0.000005649214
79,0.000005095704
80,0.000004596427
81,0.000004146069
82,0.000003739837
83,0.000003373408
84,0.000003042881
85,0.00000274474
86,0.00000247581
87,0.00000223323
88,0.000002014418
89,0.000001817046
90,0.000001639012
91,0.000001478421
92,0.000001333565
93,0.000001202903
94,0.000001085042
95,0.00000097873
96,0.000000882834
97,0.000000796334
98,0.000000718309
99,0.000000647929
100,0.000000584445
101,0.000000527181
102,0.000000475528
103,0.000000428936
104,0.000000386909
105,0.000000348999
106,0.000000314804
107,0.00000028396
108,0.000000256137
109,0.000000231041
110,0.000000208404
111,0.000000187984
112,0.000000169566
