# synthetic-geometric-shares
# Derived from aggregate moments for us-naics-211130; not observed firm shares.
rank,share
1,0.082058759174
2,0.074655253804
3,0.067919707495
4,0.061791855646
5,0.056216870845
6,0.051144872324
7,0.046530479653
8,0.042332406718
9,0.038513092319
10,0.035038364104
11,0.031877132818
12,0.029001114141
13,0.026384575621
14,0.024004106439
15,0.021838407948
16,0.019868103106
17,0.018075563108
18,0.016444749653
19,0.01496107145
20,0.013611253661
21,0.012383219133
22,0.011265980337
23,0.010249541059
24,0.009324806965
25,0.008483504231
26,0.007718105513
27,0.007021762597
28,0.006388245132
29,0.00581188488
30,0.005287525002
31,0.004810473921
32,0.004376463343
33,0.003981610068
34,0.003622381244
35,0.003295562763
36,0.0029982305
37,0.002727724148
38,0.00248162342
39,0.002257726391
40,0.002054029801
41,0.001868711124
42,0.001700112269
43,0.00154672474
44,0.001407176141
45,0.001280217895
46,0.001164714076
47,0.001059631243
48,0.000964029193
49,0.000877052551
50,0.000797923116
51,0.000725932896
52,0.000660437778
53,0.000600851761
54,0.000546641714
55,0.000497322605
56,0.000452453165
57,0.000411631935
58,0.000374493679
59,0.00034070611
60,0.000309966924
61,0.000282001088
62,0.000256558386
63,0.000233411175
64,0.000212352352
65,0.000193193498
66,0.000175763194
67,0.000159905487
68,0.000145478494
69,0.000132353134
70,0.000120411969
71,0.000109548161
72,0.000099664506
73,0.000090672575
74,0.000082491914
75,0.000075049329
76,0.000068278228
77,0.00006211803
78,0.000056513617
79,0.000051414845
80,0.000046776095
81,0.000042555862
82,0.000038716387
83,0.000035223317
84,0.000032045399
85,0.000029154199
86,0.000026523849
87,0.000024130814
88,0.000021953684
89,0.000019972979
90,0.000018170977
91,0.000016531555
92,0.000015040045
93,0.000013683102
94,0.000012448585
95,0.000011325449
96,0.000010303644
97,0.000009374029
98,0.000008528285
99,0.000007758846
100,0.000007058828
101,0.000006421966
102,0.000005842563
103,0.000005315436
104,0.000004835866
105,0.000004399565
106,0.000004002627
107,0.000003641502
108,0.000003312959
109,0.000003014057
110,0.000002742123
111,0.000002494723
112,0.000002269644
113,0.000002064872
114,0.000001878575
115,0.000001709086
116,0.000001554889
117,0.000001414604
118,0.000001286976
119,0.000001170862
120,0.000001065225
121,0.000000969118
122,0.000000881682
