# synthetic-geometric-shares
# Derived from aggregate moments for us-naics-331314; not observed firm shares.
rank,share
1,0.151418937767
2,0.126747947399
3,0.106096650833
4,0.08881011132
5,0.074340102262
6,0.06222772072
7,0.052088833728
8,0.043601895871
9,0.036497751773
10,0.030551100081
11,0.025573348243
12,0.021406631467
13,0.017918806189
14,0.014999259259
15,0.012555399949
16,0.010509723525
17,0.008797353251
18,0.007363982891
19,0.006164154431
20,0.005159816421
21,0.004319117212
22,0.003615394806
23,0.0030263313
24,0.002533245089
25,0.0021204984
26,0.001775001354
27,0.001485796834
28,0.001243712984
29,0.00104107234
30,0.000871448342
31,0.00072946152
32,0.000610608896
33,0.000511121167
34,0.000427843173
35,0.000358133829
36,0.000299782368
37,0.000250938227
38,0.00021005236
39,0.000175828109
40,0.000147180084
41,0.000123199738
42,0.000103126558
43,0.000086323942
44,0.00007225901
45,0.000060485705
46,0.000050630648
47,0.000042381295
48,0.000035476026
49,0.000029695846
50,0.000024857442
51,0.00002080737
52,0.000017417183
53,0.000014579367
54,0.000012203921
55,0.000010215512
56,0.000008551078
57,0.000007157834
58,0.000005991594
59,0.000005015371
60,0.000004198207
61,0.000003514185
62,0.000002941612
63,0.000002462329
