# synthetic-geometric-shares
# Derived from aggregate moments for us-naics-332710; not observed firm shares.
rank,share
1,0.00519541074
2,0.004991054454
3,0.004794736318
4,0.00460614016
5,0.004424962243
6,0.004250910778
7,0.004083705453
8,0.003923076983
9,0.003768766673
10,0.003620526005
11,0.003478116235
12,0.003341308011
13,0.003209881001
14,0.003083623542
15,0.002962332294
16,0.002845811915
17,0.002733874749
18,0.00262634052
19,0.002523036042
20,0.002423794942
21,0.002328457392
22,0.002236869849
23,0.00214888481
24,0.002064360575
25,0.001983161016
26,0.001905155361
27,0.00183021798
28,0.001758228186
29,0.001689070038
30,0.001622632158
31,0.001558807544
32,0.001497493408
33,0.001438591003
34,0.001382005464
35,0.001327645661
36,0.001275424047
37,0.001225256517
38,0.001177062277
39,0.00113076371
40,0.00108628625
41,0.001043558267
42,0.001002510946
43,0.00096307818
44,0.000925196463
45,0.000888804785
46,0.000853844538
47,0.000820259417
48,0.000787995333
49,0.000757000325
50,0.000727224474
51,0.000698619826
52,0.000671140314
53,0.000644741681
54,0.000619381412
55,0.000595018663
56,0.000571614199
57,0.000549130326
58,0.000527530834
59,0.000506780936
60,0.000486847215
61,0.000467697567
62,0.00044930115
63,0.000431628339
64,0.00041465067
65,0.0003983408
66,0.000382672463
67,0.000367620425
68,0.000353160443
69,0.00033926923
70,0.000325924414
71,0.000313104503
72,0.000300788851
73,0.000288957622
74,0.000277591763
75,0.000266672969
76,0.000256183654
77,0.000246106926
78,0.000236426556
79,0.000227126954
80,0.000218193143
81,0.000209610733
82,0.000201365905
83,0.000193445378
84,0.000185836398
85,0.000178526709
86,0.000171504539
87,0.00016475858
88,0.000158277966
89,0.00015205226
90,0.000146071437
91,0.000140325863
92,0.000134806285
93,0.000129503815
94,0.000124409912
95,0.000119516372
96,0.000114815315
97,0.00011029917
98,0.000105960662
99,0.000101792806
100,0.000097788887
101,0.000093942459
102,0.000090247327
103,0.000086697538
104,0.000083287377
105,0.000080011352
106,0.000076864185
107,0.000073840809
108,0.000070936355
109,0.000068146144
110,0.000065465684
111,0.000062890657
112,0.000060416916
113,0.000058040477
114,0.000055757512
115,0.000053564346
116,0.000051457446
117,0.000049433419
118,0.000047489005
119,0.000045621073
120,0.000043826613
121,0.000042102737
122,0.000040446668
123,0.000038855739
124,0.000037327387
125,0.000035859152
126,0.000034448668
127,0.000033093664
128,0.000031791958
129,0.000030541453
130,0.000029340136
131,0.000028186071
132,0.0000270774
133,0.000026012337
134,0.000024989168
135,0.000024006244
136,0.000023061983
137,0.000022154862
138,0.000021283423
139,0.000020446261
140,0.000019642028
141,0.000018869428
142,0.000018127218
143,0.000017414202
144,0.000016729232
145,0.000016071204
146,0.00001543906
147,0.00001483178
148,0.000014248386
149,0.00001368794
150,0.000013149539
151,0.000012632315
152,0.000012135435
153,0.0000116581
154,0.000011199541
155,0.000010759018
156,0.000010335823
157,0.000009929273
158,0.000009538715
159,0.000009163519
160,0.000008803082
161,0.000008456821
162,0.000008124181
163,0.000007804624
164,0.000007497637
165,0.000007202725
166,0.000006919413
167,0.000006647245
168,0.000006385782
169,0.000006134604
170,0.000005893305
171,0.000005661498
172,0.000005438809
173,0.000005224878
174,0.000005019363
175,0.000004821931
176,0.000004632266
177,0.00000445006
178,0.000004275021
179,0.000004106868
180,0.000003945328
181,0.000003790143
182,0.000003641061
183,0.000003497844
184,0.000003360259
185,0.000003228087
186,0.000003101113
187,0.000002979134
188,0.000002861953
189,0.000002749381
190,0.000002641237
191,0.000002537346
192,0.000002437542
193,0.000002341664
194,0.000002249557
195,0.000002161073
196,0.000002076069
197,0.000001994409
198,0.000001915961
199,0.000001840599
200,0.000001768201
201,0.00000169865
202,0.000001631836
203,0.000001567649
204,0.000001505987
205,0.000001446751
206,0.000001389844
207,0.000001335176
208,0.000001282658
209,0.000001232206
210,0.000001183738
211,0.000001137177
212,0.000001092448
213,0.000001049477
214,0.000001008197
215,0.000000968541
216,0.000000930444
217,0.000000893846
218,0.000000858687
219,0.000000824912
220,0.000000792465
221,0.000000761294
222,0.000000731349
223,0.000000702582
224,0.000000674947
225,0.000000648399
226,0.000000622894
227,0.000000598394
228,0.000000574856
229,0.000000552245
230,0.000000530523
231,0.000000509655
232,0.000000489609
233,0.00000047035
234,0.00000045185
235,0.000000434076
236,0.000000417003
237,0.0000004006
238,0.000000384843
239,0.000000369706
240,0.000000355164
241,0.000000341194
242,0.000000327773
243,0.00000031488
244,0.000000302495
245,0.000000290597
246,0.000000279166
247,0.000000268186
248,0.000000257637
249,0.000000247503
250,0.000000237768
251,0.000000228415
252,0.000000219431
253,0.0000002108
254,0.000000202508
255,0.000000194543
256,0.00000018689
257,0.000000179539
258,0.000000172477
259,0.000000165693
260,0.000000159176
261,0.000000152915
262,0.0000001469
263,0.000000141122
264,0.000000135571
265,0.000000130238
266,0.000000125116
267,0.000000120194
268,0.000000115467
269,0.000000110925
270,0.000000106562
271,0.00000010237
272,0.000000098344
273,0.000000094475
274,0.000000090759
275,0.000000087189
276,0.00000008376
277,0.000000080465
278,0.0000000773
279,0.00000007426
280,0.000000071339
281,0.000000068533
282,0.000000065837
283,0.000000063247
284,0.00000006076
285,0.00000005837
286,0.000000056074
287,0.000000053868
