# synthetic-geometric-shares
# Derived from aggregate moments for us-naics-561450; not observed firm shares.
rank,share
1,0.276477385
2,0.197432500628
3,0.140986548699
4,0.100678494426
5,0.071894512869
6,0.05133987164
7,0.036661802338
8,0.02618019305
9,0.018695275857
10,0.013350296489
11,0.009533446723
12,0.006807834305
13,0.004861474477
14,0.003471578924
15,0.00247905451
16,0.001770292825
17,0.001264166107
18,0.000902741017
19,0.00064464736
20,0.00046034268
21,0.000328730708
22,0.000234746598
23,0.000167632546
24,0.000119706401
25,0.000085482341
26,0.00006104294
27,0.000043590763
28,0.000031128164
29,0.000022228622
30,0.000015873459
31,0.000011335237
32,0.000008094493
33,0.000005780277
34,0.000004127696
35,0.000002947588
